Date Text,Text Text,location,oblast,date,time,timezone,Year,Month,Day,Season,AM_PM
04.10.2023 22:24:19 UTC+03:00,"Підрозділ ""Shadow"" коригує знищення HIMARSом двох установок розмінування ""УР-77"" поблизу населеного пункту Березове, Донецька область.Location: near Berezove, Donetsk Oblast, Ukraine47.761315, 37.588342Source:https://t.me/pidrozdilshadowoficial/94",near berezove - donetsk oblast - ukraine.,donetsk,2023-10-04,19:24:19,2023-10-04 22:24:19,2023,10,4,Fall,PM
05.10.2023 00:38:59 UTC+03:00,"Підрозділ ""Гаруда"" 46-ї ОАеМБр ФПВ дронами атакує квадроцикл та живу силу росіян поблизу Новопрокопівки, Запорізька область.Location: NE of Novoprokopivka, Zaporizhzhia Oblast, Ukraine0:17 -47.413997, 35.8539271:09 -47.413733, 35.854087Source:t.me/BaluHUB/4885",ne of novoprokopivka - zaporizhzhia oblast - ukraine: -.,zaporizhzhia,2023-10-04,21:38:59,2023-10-05 00:38:59,2023,10,4,Fall,PM
05.10.2023 14:55:32 UTC+03:00,"ТОС-1А обстрілює українські позиції на північний захід від Лиману Першого, Харківська область.Location: NW of Lyman Pershyi, Kharkiv Oblast, Ukraine0:35 -49.805756,37.6821240:46 -49.797639,37.676119Source:https://t.me/mod_russia/31157",nw of lyman pershyi - kharkiv oblast - ukraine: -.,kharkiv,2023-10-05,11:55:32,2023-10-05 14:55:32,2023,10,5,Fall,AM
05.10.2023 16:29:08 UTC+03:00,"РУБпАК 110-ї ОМБр ФПВ дроном знищує ""Буханку"" на південний схід від Авдіївки, Донецька область.Location: SE of Avdiivka, Donetsk Oblast, Ukraine48.102796, 37.792955Source:https://t.me/rubpak/19",se of avdiivka - donetsk oblast - ukraine.,donetsk,2023-10-05,13:29:08,2023-10-05 16:29:08,2023,10,5,Fall,PM
05.10.2023 17:31:19 UTC+03:00,"79-та окрема десантно-штурмова бригада ФПВ дроном атакує російський БТР в населеному пункті Солодке, Донецька область.Location: Solodke, Donetsk Oblast, Ukraine47.791927, 37.492943Source:https://t.me/toro_ua/162",solodke - donetsk oblast - ukraine.,donetsk,2023-10-05,14:31:19,2023-10-05 17:31:19,2023,10,5,Fall,PM
05.10.2023 17:46:29 UTC+03:00,"Заявлено як удар по українським військовим на захід від населеного пункту Кучерів Яр, Донецька область.Location: W of Kucheriv Yar, Donetsk Oblast, Ukraine48.503691, 37.246684Source:https://t.me/milinfolive/107590",w of kucheriv yar - donetsk oblast - ukraine.,donetsk,2023-10-05,14:46:29,2023-10-05 17:46:29,2023,10,5,Fall,PM
05.10.2023 23:16:12 UTC+03:00,"Бійці 12-ї бригади спеціального призначення НГУ «Азов» ФПВ дронами атакують засоби спостереження, живу силу та техніку росіян.Location:S of Pryvillia, Luhansk Oblast, Ukraine0:01-0:05 -48.979788,38.298840Kreminna, Luhansk Oblast, Ukraine0:09-0:14 -49.041449,38.253473Pryvillia, Luhansk Oblast, Ukraine0:17-0:20, 0:44-0:47, 0:48-0:53 -48.996383, 38.286192S of Pryvillia, Luhansk Oblast, Ukraine0:23-0:26 -48.979813, 38.298774Pryvillia, Luhansk Oblast, Ukraine0:34-0:36 -48.999657, 38.284571Pryvillia, Luhansk Oblast, Ukraine1:09-1:13 -48.999345, 38.284537Source:https://t.me/azov_media/5057",s of pryvillia - luhansk oblast - ukraine:-: -.,luhansk,2023-10-05,20:16:12,2023-10-05 23:16:12,2023,10,5,Fall,PM
06.10.2023 10:42:10 UTC+03:00,"72-га ОМБр ФПВ дронами атакує російський танк в населеному пункті Єгорівка, Донецька область.Location: Yehorivka, Donetsk Oblast, Ukraine0:01 -47.708176, 37.2404120:34 -47.702065, 37.228670Source:https://t.me/toro_ua/163",yehorivka - donetsk oblast - ukraine: -.,donetsk,2023-10-06,07:42:10,2023-10-06 10:42:10,2023,10,6,Fall,AM
06.10.2023 12:38:12 UTC+03:00,"Ударна рота БПЛА 24-ї ОМБр «Рарог» скидом знищує російську ""Буханку"" в населеному пункті Зайцеве, Донецька область.Location: Zaitseve, Svitlodarsk urban hromada, Donetsk Oblast, Ukraine48.427788, 37.999278Source:https://t.me/Rarog_24OMBr/81",zaitseve - svitlodarsk urban hromada - donetsk oblast,donetsk,2023-10-06,09:38:12,2023-10-06 12:38:12,2023,10,6,Fall,AM
06.10.2023 18:02:11 UTC+03:00,"Підрозділ ""12 друзів Оушена"" ФПВ дроном влучають в російську САУ 2С40 ""Флокс"" на південний схід від населеного пункту Пойма, Херсонська область.Location: SE of Poima, Kherson Oblast, Ukraine46.609169, 32.852078Source:https://t.me/ssternenko/21245",se of poima - kherson oblast - ukraine.,kherson,2023-10-06,15:02:11,2023-10-06 18:02:11,2023,10,6,Fall,PM
07.10.2023 13:51:36 UTC+03:00,"Хамас скидом знищує ізраїльський танк Меркава 4 на південний схід від населеного пункту Бурейдж, Сектор Газа.Location: SE of Bureij, Gaza Strip31.432081, 34.433927Source:https://twitter.com/NOELreports/status/1710592497200648501",se of bureij - gaza strip. - .source:https://twitter.com/noelreports/status/,,2023-10-07,10:51:36,2023-10-07 13:51:36,2023,10,7,Fall,AM
07.10.2023 16:50:10 UTC+03:00,"Дрон ""Хамаса"" робить скид на ізраїльських військових на північний схід від населеного пункту Нахаль-Оз, Ізраїль.Location: NE of Nahal Oz, Israel31.480096, 34.501139Source:https://twitter.com/WarMonitors/status/1710612233829359851",ne of nahal oz - israel. - .source:https://twitter.com/warmonitors/status/,,2023-10-07,13:50:10,2023-10-07 16:50:10,2023,10,7,Fall,PM
07.10.2023 17:07:02 UTC+03:00,"Бригада ""Аль-Кудс"" демонструє захоплену ізраїльську базу на північний схід від населеного пункту Нахаль-Оз, Ізраїль.Location: NE of Nahal Oz, Israel31.478890, 34.500219Source:https://t.me/sarayaps/16170",ne of nahal oz - israel. - .source:https://t.me/sarayaps/,,2023-10-07,14:07:02,2023-10-07 17:07:02,2023,10,7,Fall,PM
07.10.2023 22:05:59 UTC+03:00,"""Шершні Довбуша"" 68-ї ОЄБр скидом влучають в російського військового в населеному пункті Райгородка, Луганська область.Location: Raihorodka, Luhansk Oblast, Ukraine49.366840, 37.968994Source:https://t.me/shershni68/99",raihorodka - luhansk oblast - ukraine.,luhansk,2023-10-07,19:05:59,2023-10-07 22:05:59,2023,10,7,Fall,PM
07.10.2023 22:30:34 UTC+03:00,"Аеророзвідка 129-ї ОБРТрО та 44 ОАБр знищують російський БМ-27 ""Ураган"" на північний схід від населеного пункту Орлинське, Донецька область.Location: NE of Orlynske, Donetsk Oblast, Ukraine47.665303, 36.772127Source:https://t.me/kolesnyknews/226",ne of orlynske - donetsk oblast - ukraine.,donetsk,2023-10-07,19:30:34,2023-10-07 22:30:34,2023,10,7,Fall,PM
08.10.2023 13:08:00 UTC+03:00,"Бригади ""Аль-Кассама"" захоплюють ізраїльську базу на південний захід від населеного пункту Рейм, Ізраїль.Location: SW of Re'im, Israel0:19-0:29 -31.363734, 34.448074Source:https://t.me/jeninqassam/62190",sw of re'im - israel:-: -. - .source:https://t.me/jeninqassam/,,2023-10-08,10:08:00,2023-10-08 13:08:00,2023,10,8,Fall,AM
08.10.2023 20:00:18 UTC+03:00,"Бригади ""Аль-Кассама"" скидом знищують вогневу точку ізраїльської армії на схід від населеного пункту Ас-Сіафа, Сектор Гази.Location: E of As-Siafa, Gaza Strip0:20-0:27 -31.586644, 34.505412Source:https://t.me/qassambrigades/28399",e of as-siafa - gaza strip:-: -. - .source:https://t.me/qassambrigades/,,2023-10-08,17:00:18,2023-10-08 20:00:18,2023,10,8,Fall,PM
08.10.2023 20:48:27 UTC+03:00,"Знищена російська САУ 2С19 ""Мста-С"", яку намагалися сховати під мостом на південь від Донецька.Location: S of Donetsk, Donetsk Oblast, Ukraine47.918483, 37.73303Source:https://t.me/russianocontext/775",s of donetsk - donetsk oblast - ukraine.,donetsk,2023-10-08,17:48:27,2023-10-08 20:48:27,2023,10,8,Fall,PM
08.10.2023 21:41:20 UTC+03:00,"Хамас демонструє відео обстрілу Ізраїлю та політ десанту бригад ""Аль-Кассам"" на схід від населеного пункту Бейт-Лахія, Сектор Гази.Location: E of Beit Lahia, Gaza Strip31.557153, 34.530681Source:https://t.me/qassambrigades/28399",e of beit lahia - gaza strip. - .source:https://t.me/qassambrigades/,,2023-10-08,18:41:20,2023-10-08 21:41:20,2023,10,8,Fall,PM
09.10.2023 00:05:35 UTC+03:00,"Десятки літаків Повітряних сил Ізраїлю наносять удари по 150 цілям в районі Шеджайя, Газа.Location: Shejaiya, Gaza City, Gaza Strip31.489932, 34.478679Source:https://twitter.com/IAFsite/status/1711102411706626386",shejaiya - gaza city - gaza strip.,,2023-10-08,21:05:35,2023-10-09 00:05:35,2023,10,8,Fall,PM
09.10.2023 18:50:10 UTC+03:00,"Повітряні сили Ізраїлю бомбардують район Аль-Ататра, місто Бейт-Лахія, Сектор Гази.Location: Al-Atatra neighourhood, Beit Lahia, Gaza Strip31.561606, 34.478868Source:https://t.me/israeli_air_force/4119",al-atatra neighourhood - beit lahia - gaza strip.,,2023-10-09,15:50:10,2023-10-09 18:50:10,2023,10,9,Fall,PM
09.10.2023 19:40:38 UTC+03:00,"Повітряні сили Ізраїлю завдають удару по ворожим позиціям на схід від населеного пункту Марвахін, Ліван.Location: E of Marwahin, South Governorate, Lebanon33.110853, 35.284219Source:https://twitter.com/ELINTNews/status/1711370618073915513",e of marwahin - south governorate - lebanon.,,2023-10-09,16:40:38,2023-10-09 19:40:38,2023,10,9,Fall,PM
09.10.2023 20:21:01 UTC+03:00,"Кадри захоплення військової бази ""Фаджа"" бригадами ""Аль-Кассама"" та вбивства ізраїльських військових на схід від населеного пункту Джугор ад-Дік, сектор Гази.Location: E of Juhor ad Dik, Gaza Strip31.451370, 34.468934Source:https://t.me/qassambrigades/28424",e of juhor ad dik - gaza strip. - .source:https://t.me/qassambrigades/,,2023-10-09,17:21:01,2023-10-09 20:21:01,2023,10,9,Fall,PM
09.10.2023 20:56:20 UTC+03:00,"109-й батальйон 10-ї ОГШБр знищує групу росіян на захід від населеного пункту Берестове, Донецька область.Location: W of Berestove, Donetsk Oblast, Ukraine48.757505, 38.195708Source:https://t.me/AFUStratCom/20436",w of berestove - donetsk oblast - ukraine.,donetsk,2023-10-09,17:56:20,2023-10-09 20:56:20,2023,10,9,Fall,PM
09.10.2023 23:41:45 UTC+03:00,"Масовані ізраїльські бомбардування в західній частині міста Газа, Сектор Гази.Location: Gaza City, Gaza StripPov:31.517488, 34.447631Source:https://twitter.com/Osinttechnical/status/1711404248427102488",gaza city - gaza strippov:. - .source:https://twitter.com/osinttechnical/status/,,2023-10-09,20:41:45,2023-10-09 23:41:45,2023,10,9,Fall,PM
10.10.2023 01:13:52 UTC+03:00,"Знищена будівля ""Аль-Бідрісаві"" після ізраїльських бомбардувань на півночі міста Газа, Сектор Гази.Location: Gaza City, Gaza Strip31.523309, 34.445094Source:https://twitter.com/DD_Geopolitics/status/1711498077700493487",gaza city - gaza strip. - .source:https://twitter.com/dd_geopolitics/status/,,2023-10-09,22:13:52,2023-10-10 01:13:52,2023,10,9,Fall,PM
10.10.2023 17:35:37 UTC+03:00,"Ізраїльські бомбардування в районі контрольно-пропускного пункту Рафах, що на кордоні з Єгиптом.Location: Rafah Border Crossing, Rafah, Gaza StripPov:31.251480, 34.262103Source:https://t.me/ShehabTelegram/401074",rafah border crossing - rafah - gaza strippov:.,,2023-10-10,14:35:37,2023-10-10 17:35:37,2023,10,10,Fall,PM
10.10.2023 17:55:14 UTC+03:00,"Батальйон ""Пятнашка"" обмінює двох українських полонених на одне тіло російського військового поблизу Авдіївки, Донецька область.Location: near Avdiivka, Donetsk Oblast, Ukraine48.128556, 37.805077Source:https://t.me/ttambyl/3504",near avdiivka - donetsk oblast - ukraine.,donetsk,2023-10-10,14:55:14,2023-10-10 17:55:14,2023,10,10,Fall,PM
10.10.2023 20:54:29 UTC+03:00,"110-та ОМБр знищує російську БМП на північний схід від населеного пункту Красногорівка, Донецька область.Location: NE of Krasnohorivka, Pokrovsk Raion, Donetsk Oblast, Ukraine48.228539, 37.745930Source:https://twitter.com/GloOouD/status/1711777462214967533",ne of krasnohorivka - pokrovsk raion - donetsk oblast,donetsk,2023-10-10,17:54:29,2023-10-10 20:54:29,2023,10,10,Fall,PM
10.10.2023 21:26:30 UTC+03:00,"Himars знищує російську САУ та склад з бк на захід від Новомикільського та в Мілуватій, Луганська область.Location: W of Novomykilske/Miluvata, Luhansk Oblast, Ukraine0:01 -49.295066, 38.1392310:35 -49.341533, 38.146571Source:https://twitter.com/nevedimka123/status/1711752395489694120",w of novomykilske/miluvata - luhansk oblast - ukraine: -.,luhansk,2023-10-10,18:26:30,2023-10-10 21:26:30,2023,10,10,Fall,PM
10.10.2023 22:44:39 UTC+03:00,"Ізраїльські військові демонструють вбитих бійців ""Хамас"" на південний захід від населеного пункту Зікім, Ізраїль.Location: SW of Zikim, Israel31.597080, 34.497043Source:https://twitter.com/markito0171/status/1711820250163867989",sw of zikim - israel. - .source:https://twitter.com/markito/status/,,2023-10-10,19:44:39,2023-10-10 22:44:39,2023,10,10,Fall,PM
10.10.2023 23:08:17 UTC+03:00,"Тепер вже ізраїльська сторона демонструє удар по контрольно-пропускному пункту Рафах, що на кордоні з Єгиптом.Location: Rafah Border Crossing, Rafah, Gaza Strip0:10-0:16 -31.248635, 34.257464Source:https://twitter.com/astraiaintel/status/1711723154761035827",rafah border crossing - rafah - gaza strip:-: -.,,2023-10-10,20:08:17,2023-10-10 23:08:17,2023,10,10,Fall,PM
10.10.2023 23:24:56 UTC+03:00,"БПЛА ""Ланцет"" знищує український Су-25 на аеродромі в Кривому Розі, Дніпропетровська область.Location: Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine47.889236, 33.530861Source:https://t.me/RtrDonetsk/20832",kryvyi rih - dnipropetrovsk oblast - ukraine.,dnipropetrovsk,2023-10-10,20:24:56,2023-10-10 23:24:56,2023,10,10,Fall,PM
11.10.2023 00:31:37 UTC+03:00,"Хезболла знищує ізраїльську М113 з ПТРК ""Корнет"" на північний захід від населеного пункту Ір'он, Ізраїль.Location: NW of Yir'on, Galilee Panhandle, Israel33.085820, 35.448216Source:https://t.me/C_Military1/36690",nw of yir'on - galilee panhandle - israel.,,2023-10-10,21:31:37,2023-10-11 00:31:37,2023,10,10,Fall,PM
11.10.2023 13:02:59 UTC+03:00,"Ізраїльські авіабомбардування довкола населеного пункту Дхайра, ЛіванLocation: Dhayra, South Governorate, Lebanon33.101655, 35.225587Source:https://twitter.com/WarMonitors/status/1712027347279344088",dhayra - south governorate - lebanon.,,2023-10-11,10:02:59,2023-10-11 13:02:59,2023,10,11,Fall,AM
11.10.2023 17:37:39 UTC+03:00,"116-та бригада ТрО знищує російський танк та бтр(?) на захід від населеного пункту Красногорівка, Донецька область.Location: W of Krasnohorivka, Pokrovsk Raion, Donetsk Oblast, Ukraine48.208288, 37.690111Source:https://www.facebook.com/brygada.TrO.Poltava/videos/298928019599988/",w of krasnohorivka - pokrovsk raion - donetsk oblast,donetsk,2023-10-11,14:37:39,2023-10-11 17:37:39,2023,10,11,Fall,PM
11.10.2023 18:02:30 UTC+03:00,"53-тя ОМБр обстрілює російський десант касетними боєприпасами на північний схід від населеного пункту Водяне, Донецька область. + додаткові відеоLocation: NE of Vodiane, Pokrovsk Raion, Donetsk Oblast, Ukraine48.111976, 37.677820Source:https://t.me/ukrbavovna/11066",ne of vodiane - pokrovsk raion - donetsk oblast,donetsk,2023-10-11,15:02:30,2023-10-11 18:02:30,2023,10,11,Fall,PM
11.10.2023 19:28:24 UTC+03:00,"Жителі міста Ашкелон фільмують роботу системи ПРО ""Залізний Купол""Location: Ashkelon, Southern District, Israel31.691943, 34.585110Source:https://twitter.com/NOELreports/status/1711749072913375523",ashkelon - southern district - israel.,,2023-10-11,16:28:24,2023-10-11 19:28:24,2023,10,11,Fall,PM
11.10.2023 23:03:17 UTC+03:00,"РУБпАК 110-ОМБр ФПВ дроном влучає в російську МТЛБ поблизу населеного пункту Спартак, Донецька область.Location: near Spartak, Donetsk Oblast, Ukraine48.097606, 37.783401Source:https://t.me/rubpak/21",near spartak - donetsk oblast - ukraine.,donetsk,2023-10-11,20:03:17,2023-10-11 23:03:17,2023,10,11,Fall,PM
12.10.2023 12:35:05 UTC+03:00,"Окремий загін спеціального призначення «Омега 5» ФПВ дроном атакує російську позицію поблизу населеного пункту Спартак, Донецька область.Location: near Spartak, Donetsk Oblast, Ukraine48.105013, 37.775909Source:https://t.me/omega_company3/3667",near spartak - donetsk oblast - ukraine.,donetsk,2023-10-12,09:35:05,2023-10-12 12:35:05,2023,10,12,Fall,AM
12.10.2023 19:55:27 UTC+03:00,"Перестрілка ізраїльських військових та бійців ""Хамаса"" в населеному пункті Сдерот, Ізраїль. Архівні кадри.Location: Sderot, Southern District, IsraelPov:31.522647, 34.591296Source:https://t.me/Yediotnews/81263",sderot - southern district - israelpov:.,,2023-10-12,16:55:27,2023-10-12 19:55:27,2023,10,12,Fall,PM
13.10.2023 14:27:55 UTC+03:00,"116-та бригада ТрО обстрілює дві російські БМП з десантом на північний схід від населеного пункту Степове, Донецька область.Location: NE of Stepove, Pokrovsk Raion, Donetsk Oblast, Ukraine48.202242, 37.689917Source:https://t.me/ukr_pics/16966",ne of stepove - pokrovsk raion - donetsk oblast,donetsk,2023-10-13,11:27:55,2023-10-13 14:27:55,2023,10,13,Fall,AM
13.10.2023 15:40:30 UTC+03:00,"РУБпАК «АХІЛЛЕС» 92-ї ОШБр ФПВ дронами знищує російську САУ ""Акація"", атакує ""Урал"" та БТР-80 в Бахмуті, Донецька область.Location: Bakhmut, Donetsk Oblast, Ukraine48.593351, 38.04355148.586764, 38.03291248.591598, 38.016683Source:https://t.me/fedorenkoys/136",bakhmut - donetsk oblast - ukraine.,donetsk,2023-10-13,12:40:30,2023-10-13 15:40:30,2023,10,13,Fall,PM
13.10.2023 16:53:07 UTC+03:00,"110-та ОМБр робить скид на російські позиції на північ від населеного пункту Красногорівка, Донецька область.Location: N of Krasnohorivka, Pokrovsk Raion, Donetsk Oblast, Ukraine0:05-0:06 -48.218042, 37.723545Source:https://t.me/BUAR110ombr/128",n of krasnohorivka - pokrovsk raion - donetsk oblast,donetsk,2023-10-13,13:53:07,2023-10-13 16:53:07,2023,10,13,Fall,PM
13.10.2023 20:17:56 UTC+03:00,"Журналісти ""Reuters"" потрапили під ізраїльські бомбардування на схід від Aalma El Chaeb, Ліван. Один журналіст загинув, ще 5 отримали поранення.Location: Aalma El Chaeb, South Governorate, Lebanon33.101291, 35.198127Source:https://t.me/jeninqassam/64372",aalma el chaeb - south governorate - lebanon.,,2023-10-13,17:17:56,2023-10-13 20:17:56,2023,10,13,Fall,PM
13.10.2023 21:26:35 UTC+03:00,"Росіяни фільмують свою масовану атаку на Авдіївку з використанням великої кількості техніки. + додав фото та відео результату.Location: S of Krasnohorivka, Donetsk Oblast0:01 -48.197204,37.7280520:38 -48.193335,37.7261691:46 -48.190893,37.725168Source:https://t.me/RVvoenkor/54848",s of krasnohorivka - donetsk oblast: -. - .: -.,donetsk,2023-10-13,18:26:35,2023-10-13 21:26:35,2023,10,13,Fall,PM
14.10.2023 10:11:59 UTC+03:00,"БУАР 59-ї ОМПБр ФПВ дроном атакує російську БМП-1 в населеному пункті Піски, Донецька область.Location: Pisky, Donetsk Oblast, Ukraine48.066079, 37.655089Source:https://t.me/skylordss/101",pisky - donetsk oblast - ukraine.,donetsk,2023-10-14,07:11:59,2023-10-14 10:11:59,2023,10,14,Fall,AM
14.10.2023 12:36:23 UTC+03:00,"Робота російського ППО в населеному пункті Адлер, Краснодарський край.Location: Adler, Krasnodar Krai, RussiaPov:43.443696, 39.911732Source:https://t.me/operatyvnii/13286",adler - krasnodar krai - russiapov:.,,2023-10-14,09:36:23,2023-10-14 12:36:23,2023,10,14,Fall,AM
14.10.2023 14:49:53 UTC+03:00,"Знищений російський військовий 110-ю ОМБр на териконі поблизу Авдіївки, Донецька область.Location: near Avdiivka, Donetsk Oblast, Ukraine48.185577, 37.713435Source:https://twitter.com/GloOouD/status/1713147379514216600",near avdiivka - donetsk oblast - ukraine.,donetsk,2023-10-14,11:49:53,2023-10-14 14:49:53,2023,10,14,Fall,AM
14.10.2023 18:21:11 UTC+03:00,"Знищений російський БТР-50, пошкоджений Т-64БВ та знищена піхота на південь від Красногорівки, Донецька область.Location: S of Krasnohorivka, Donetsk Oblast, Ukraine0:30/1:26 -48.191121, 37.725357Source:https://t.me/BUAR110ombr/130",s of krasnohorivka - donetsk oblast - ukraine:/: -.,donetsk,2023-10-14,15:21:11,2023-10-14 18:21:11,2023,10,14,Fall,PM
14.10.2023 19:23:04 UTC+03:00,"Підрозділ ""VORON 100"" ФПВ дроном атакує російський Т-72B3 Obr.2022 в населеному пункті Діброва, Луганська область.Location: Dibrova, Luhansk Oblast, Ukraine49.007615, 38.111716Source:https://t.me/Volyn100obrTrO/935",dibrova - luhansk oblast - ukraine.,luhansk,2023-10-14,16:23:04,2023-10-14 19:23:04,2023,10,14,Fall,PM
14.10.2023 19:44:14 UTC+03:00,"Ізраїльські військові на моторних човнах знищують бійців ""ХАМАС"" на північний захід від населеного пункту Зікім, Ізраїль.Location: NW of Zikim, Israel31.624945, 34.499398Source:https://t.me/Yediotnews/81539",nw of zikim - israel. - .source:https://t.me/yediotnews/,,2023-10-14,16:44:14,2023-10-14 19:44:14,2023,10,14,Fall,PM
15.10.2023 00:25:49 UTC+03:00,"Російська артилерія боєприпасом ""Краснополь"" знищує гаубицю М777 на південь від населеного пункту Сіверськ, Донецька область.Location: S of Siversk, Donetsk Oblast, Ukraine48.838466, 38.111701Source:https://t.me/btr80/11326",s of siversk - donetsk oblast - ukraine.,donetsk,2023-10-14,21:25:49,2023-10-15 00:25:49,2023,10,14,Fall,PM
15.10.2023 01:20:19 UTC+03:00,"Знищена та покинута російська бронетехніка на північний схід від населеного пункту Степове, Донецька область.Location: NE of Stepove, Pokrovsk Raion, Donetsk Oblast, Ukraine0:31- 0:38 -48.203853, 37.694580Source:https://t.me/BUAR110ombr/130",ne of stepove - pokrovsk raion - donetsk oblast,donetsk,2023-10-14,22:20:19,2023-10-15 01:20:19,2023,10,14,Fall,PM
15.10.2023 12:43:50 UTC+03:00,"СБУ робить скид на електропідстанцію в населеному пункті Красна Яруга, Бєлгородська область. Мер Красної Яруги заявляє, що роботи по відновленню продовжуються.Location: Krasnaya Yaruga, Belgorod Oblast, Russia50.784782, 35.661494Source:https://t.me/lachentyt/35269",krasnaya yaruga - belgorod oblast - russia.,belgorod,2023-10-15,09:43:50,2023-10-15 12:43:50,2023,10,15,Fall,AM
15.10.2023 16:10:25 UTC+03:00,"Міноборони рф демонструє відео роботи БМ-21 ""Град"" в населеному пункті Кремінна, Луганська область.Location: Kreminna, Luhansk Oblast, Ukraine49.027946, 38.177039Source:https://t.me/mod_russia/31383",kreminna - luhansk oblast - ukraine.,luhansk,2023-10-15,13:10:25,2023-10-15 16:10:25,2023,10,15,Fall,PM
16.10.2023 11:40:44 UTC+03:00,"Свежее видео от военнослужащего ВС РФ с Авдеевского направления, Донецкая область.Много трупов и разбитой российской техники.",nan - nan - nan,,2023-10-16,08:40:44,2023-10-16 11:40:44,2023,10,16,Fall,AM
16.10.2023 19:51:53 UTC+03:00,"Підрозділ «ГРИФОН» 36-ї ОБрМП ФПВ дроном знищує ""Буханку"" в населеному пункті Пойма, Херсонська область.Location: Poima, Kherson Oblast, Ukraine46.643737, 32.81856046.643950, 32.815829Source:https://t.me/GRIFON501/134",poima - kherson oblast - ukraine.,kherson,2023-10-16,16:51:53,2023-10-16 19:51:53,2023,10,16,Fall,PM
16.10.2023 23:49:42 UTC+03:00,"Підрозділ ""Ластівка"" 11-ї бригади НГУ ФПВ дроном знищує російську ""Буханку"" на південь від населеного пункту Пойма, Херсонська область.Location: S of Poima, Kherson Oblast, Ukraine46.608941, 32.834990Source:https://t.me/ssternenko/21596",s of poima - kherson oblast - ukraine.,kherson,2023-10-16,20:49:42,2023-10-16 23:49:42,2023,10,16,Fall,PM
17.10.2023 02:02:28 UTC+03:00,"14 ГУ ДВКР СБУ працює ФПВ дронами по російській піхоті, позиціях, легкових машинах, РСЗВ та гаубицях в Херсонській області.Location: Kardashynka, Kherson Oblast, Ukraine0:02-0:22 -46.551500, 32.645392Location: Kardashynka, Kherson Oblast, Ukraine0:23-0:30 -46.567873, 32.634691Location: Oleshky, Kherson Oblast, Ukraine0:31-0:36 -46.623098, 32.717629Location: E of Pidlisne, Kherson Oblast, Ukraine0:37-0:44 -46.570798, 32.734425Location: Pidlisne, Kherson Oblast, Ukraine0:45-0:51 -46.576068, 32.704675Location: SE of Pidlisne, Kherson Oblast, Ukraine0:54-1:03 -46.562683, 32.724985Location: Kardashynka, Kherson Oblast, Ukraine1:05-1:11 -46.568155, 32.631353Location: Kardashynka, Kherson Oblast, Ukraine1:12-1:18 -46.560748, 32.615269Location: Oleshky, Kherson Oblast, Ukraine1:19-1:29 -46.622967, 32.716975Location: Oleshky, Kherson Oblast, Ukraine1:30-1:40 -46.623008, 32.72469Location: Kardashynka, Kherson Oblast, Ukraine1:51-2:06 -46.568932,32.635274Source:t.me/toro_ua/171",kardashynka - kherson oblast - ukraine:-: -.,kherson,2023-10-16,23:02:28,2023-10-17 02:02:28,2023,10,16,Fall,PM
17.10.2023 15:00:37 UTC+03:00,"Знищений російський танк Т-72 та піхота на схід від населеного пункту Іванівка, Харківська область.Location: E of Ivanivka, Kharkiv Oblast, Ukraine49.667198, 37.901929Source:https://t.me/khornegroup/848https://t.me/russianocontext/935",e of ivanivka - kharkiv oblast - ukraine.,kharkiv,2023-10-17,12:00:37,2023-10-17 15:00:37,2023,10,17,Fall,PM
17.10.2023 20:51:38 UTC+03:00,"12-та бригада спеціального призначення НГУ «Азов» артилерією знищує інженерну техніку противника (БАТ-2, маніпулятор та понтон)Location: W of Shypylivka, Luhansk Oblast, Ukraine0:01 -48.971900, 38.190659Location: W of Shypylivka, Luhansk Oblast, Ukraine0:36 -48.977269, 38.221673Location: NW of Bilohorivka, Luhansk Oblast, Ukraine0:46 -48.956022, 38.211187Source:t.me/azov_media/5077",w of shypylivka - luhansk oblast - ukraine: -.,luhansk,2023-10-17,17:51:38,2023-10-17 20:51:38,2023,10,17,Fall,PM
17.10.2023 22:21:31 UTC+03:00,"Росіяни демонструють перші кадри роботи ТОС-2 ""Тосочка"" в населеному пункті Кремінна, Луганська область.Location: Kreminna, Luhansk Oblast, Ukraine49.038123, 38.185804Source:https://t.me/rian_ru/218519",kreminna - luhansk oblast - ukraine.,luhansk,2023-10-17,19:21:31,2023-10-17 22:21:31,2023,10,17,Fall,PM
18.10.2023 21:54:36 UTC+03:00,"Підрозділ ""Алькор"" 116-ї бригади ТрО робить скид на російські позиції на північний схід від населеного пункту Новомихайлівка, Донецька область.Location: NE of Novomykhailivka, Donetsk Oblast47.870257, 37.525774Soure:https://facebook.com/brygada.TrO.Poltava/videos/375028014855099/",ne of novomykhailivka - donetsk oblast. - .soure:https://facebook.com/brygada.tro.poltava/videos//,donetsk,2023-10-18,18:54:36,2023-10-18 21:54:36,2023,10,18,Fall,PM
19.10.2023 15:32:18 UTC+03:00,"Бригада ""Сталевий Кордон"" з ПТРК ""Стугна"" атакує російські БМП в Райгородці, Луганська область.Location: Raihorodka, Luhansk Oblast, Ukraine49.373021, 37.97176449.370084, 37.977750Source:https://t.me/Klymenko_MVS/394",raihorodka - luhansk oblast - ukraine.,luhansk,2023-10-19,12:32:18,2023-10-19 15:32:18,2023,10,19,Fall,PM
